Entity,Code,Year,CO₂ emissions from fossil fuels and land use change,CO₂ emissions from fossil fuels and industry,CO₂ emissions from land use change
India,IND,1987,25899237376,21269166080,4630070784
India,IND,1988,26608850944,22104852480,4503998464
India,IND,1989,26764148736,22410432512,4353715200
India,IND,1990,27041505280,22742327296,4299177984
India,IND,1991,27442896896,23230810112,4212085760
India,IND,1992,26953144320,22561548288,4391596544
India,IND,1993,27088326656,22795134976,4293191936
India,IND,1994,27771367424,22956447744,4814918656
India,IND,1995,28211814400,23445604352,4766209024
India,IND,1996,28987062272,24146044928,4841017344
India,IND,1997,30965524480,24294881280,6670642688
India,IND,1998,29336451072,24202033152,5134417920
India,IND,1999,29587886080,24514863104,5073021952
India,IND,2000,29767446528,25230159872,4537286656
India,IND,2001,29612062720,25447149568,4164913920
India,IND,2002,30753978368,26035853312,4718125056
India,IND,2003,32456863744,27363506176,5093357056
India,IND,2004,33200537600,28624242688,4576294400
India,IND,2005,33698942976,29599029248,4099912960
India,IND,2006,35219714048,30579730432,4639984128
India,IND,2007,35536441344,31489845248,4046596096
India,IND,2008,36204646400,32065773568,4138871040
India,IND,2009,36132634624,31603392512,4529241088
India,IND,2010,37618974720,33340114944,4278861312
India,IND,2011,39296249856,34465112064,4831137792
India,IND,2012,39647084544,34970644480,4676440064
India,IND,2013,39596494848,35279704064,4316789248
India,IND,2014,40095285248,35531591680,4563694592
India,IND,2015,40260575232,35493670912,4766905856
India,IND,2016,39153553408,35449978880,3703574528
India,IND,2017,39585964032,35923083264,3662879232
India,IND,2018,40500518912,36642979840,3857538816
India,IND,2019,40524558336,36699148288,3825410560
India,IND,2020,38017839104,34807844864,3209992960
Indonesia,IDN,1959,15618355200,8856374272,6761980928
Indonesia,IDN,1960,16179810304,9387810816,6791998976
Indonesia,IDN,1961,16241441792,9418633216,6822808576
Indonesia,IDN,1962,16312017920,9751263232,6560754688
Indonesia,IDN,1963,16324313088,10271890432,6052422144
Indonesia,IDN,1964,16560771072,10829867008,5730903552
Indonesia,IDN,1965,16510402560,11317882880,5192520192
Indonesia,IDN,1966,16809500672,11867256832,4942243840
Indonesia,IDN,1967,17272217600,12244393984,5027824640
Indonesia,IDN,1968,17965920256,12911313920,5054606336
Indonesia,IDN,1969,18503319552,13767876608,4735442944
Indonesia,IDN,1970,19612364800,14898575360,4713788416
Indonesia,IDN,1971,20164421632,15499657216,4664764416
Indonesia,IDN,1972,20899108864,16222739456,4676368896
Indonesia,IDN,1973,21618507776,17080141824,4538366464
Indonesia,IDN,1974,21379604480,17011143680,4368461824
Indonesia,IDN,1975,22240493568,17048539136,5191953408
Indonesia,IDN,1976,22755766272,17985501184,4770264576
Indonesia,IDN,1977,23139760128,18496430080,4643330048
Indonesia,IDN,1978,23297722368,19069630464,4228091392
Indonesia,IDN,1979,23864434688,19611475968,4252957696
Indonesia,IDN,1980,23638337536,19494451200,4143886336
Indonesia,IDN,1981,23343929344,19029032960,4314896384
Indonesia,IDN,1982,23111575552,18877890560,4233685504
Indonesia,IDN,1983,23661371392,19000182784,4661189632
Indonesia,IDN,1984,24831905792,19659028480,5172877312
Indonesia,IDN,1985,25221292032,20319909888,4901381120
Indonesia,IDN,1986,25450475520,20622252032,4828223488
Indonesia,IDN,1987,25899237376,21269166080,4630070784
Indonesia,IDN,1988,26608850944,22104852480,4503998464
Indonesia,IDN,1989,26764148736,22410432512,4353715200
Indonesia,IDN,1990,27041505280,22742327296,4299177984
Indonesia,IDN,1991,27442896896,23230810112,4212085760
Indonesia,IDN,1992,26953144320,22561548288,4391596544
Indonesia,IDN,1993,27088326656,22795134976,4293191936
Indonesia,IDN,1994,27771367424,22956447744,4814918656
Indonesia,IDN,1995,28211814400,23445604352,4766209024
Indonesia,IDN,1996,28987062272,24146044928,4841017344
Indonesia,IDN,1997,30965524480,24294881280,6670642688
Indonesia,IDN,1998,29336451072,24202033152,5134417920
Indonesia,IDN,1999,29587886080,24514863104,5073021952
Indonesia,IDN,2000,29767446528,25230159872,4537286656
Indonesia,IDN,2001,29612062720,25447149568,4164913920
Indonesia,IDN,2002,30753978368,26035853312,4718125056
Indonesia,IDN,2003,32456863744,27363506176,5093357056
Indonesia,IDN,2004,33200537600,28624242688,4576294400
Indonesia,IDN,2005,33698942976,29599029248,4099912960
Indonesia,IDN,2006,35219714048,30579730432,4639984128
Indonesia,IDN,2007,35536441344,31489845248,4046596096
Indonesia,IDN,2008,36204646400,32065773568,4138871040
Indonesia,IDN,2009,36132634624,31603392512,4529241088
Indonesia,IDN,2010,37618974720,33340114944,4278861312
Indonesia,IDN,2011,39296249856,34465112064,4831137792
Indonesia,IDN,2012,39647084544,34970644480,4676440064
Indonesia,IDN,2013,39596494848,35279704064,4316789248
Indonesia,IDN,2014,40095285248,35531591680,4563694592
Indonesia,IDN,2015,40260575232,35493670912,4766905856
Indonesia,IDN,2016,39153553408,35449978880,3703574528
Indonesia,IDN,2017,39585964032,35923083264,3662879232
Indonesia,IDN,2018,40500518912,36642979840,3857538816
Indonesia,IDN,2019,40524558336,36699148288,3825410560
Indonesia,IDN,2020,38017839104,34807844864,3209992960
Iran,IRN,1959,15618355200,8856374272,6761980928
Iran,IRN,1960,16179810304,9387810816,6791998976
Iran,IRN,1961,16241441792,9418633216,6822808576
Iran,IRN,1962,16312017920,9751263232,6560754688
Iran,IRN,1963,16324313088,10271890432,6052422144
Iran,IRN,1964,16560771072,10829867008,5730903552
Iran,IRN,1965,16510402560,11317882880,5192520192
Iran,IRN,1966,16809500672,11867256832,4942243840
Iran,IRN,1967,17272217600,12244393984,5027824640
Iran,IRN,1968,17965920256,12911313920,5054606336
Iran,IRN,1969,18503319552,13767876608,4735442944
Iran,IRN,1970,19612364800,14898575360,4713788416
Iran,IRN,1971,20164421632,15499657216,4664764416
Iran,IRN,1972,20899108864,16222739456,4676368896
Iran,IRN,1973,21618507776,17080141824,4538366464
Iran,IRN,1974,21379604480,17011143680,4368461824
Iran,IRN,1975,22240493568,17048539136,5191953408
Iran,IRN,1976,22755766272,17985501184,4770264576
Iran,IRN,1977,23139760128,18496430080,4643330048
Iran,IRN,1978,23297722368,19069630464,4228091392
Iran,IRN,1979,23864434688,19611475968,4252957696
Iran,IRN,1980,23638337536,19494451200,4143886336
Iran,IRN,1981,23343929344,19029032960,4314896384
Iran,IRN,1982,23111575552,18877890560,4233685504
Iran,IRN,1983,23661371392,19000182784,4661189632
Iran,IRN,1984,24831905792,19659028480,5172877312
Iran,IRN,1985,25221292032,20319909888,4901381120
Iran,IRN,1986,25450475520,20622252032,4828223488
Iran,IRN,1987,25899237376,21269166080,4630070784
Iran,IRN,1988,26608850944,22104852480,4503998464
Iran,IRN,1989,26764148736,22410432512,4353715200
Iran,IRN,1990,27041505280,22742327296,4299177984
Iran,IRN,1991,27442896896,23230810112,4212085760
Iran,IRN,1992,26953144320,22561548288,4391596544
Iran,IRN,1993,27088326656,22795134976,4293191936
Iran,IRN,1994,27771367424,22956447744,4814918656
Iran,IRN,1995,28211814400,23445604352,4766209024
Iran,IRN,1996,28987062272,24146044928,4841017344
Iran,IRN,1997,30965524480,24294881280,6670642688
Iran,IRN,1998,29336451072,24202033152,5134417920
Iran,IRN,1999,29587886080,24514863104,5073021952
Iran,IRN,2000,29767446528,25230159872,4537286656
Iran,IRN,2001,29612062720,25447149568,4164913920
Iran,IRN,2002,30753978368,26035853312,4718125056
Iran,IRN,2003,32456863744,27363506176,5093357056
Iran,IRN,2004,33200537600,28624242688,4576294400
Iran,IRN,2005,33698942976,29599029248,4099912960
Iran,IRN,2006,35219714048,30579730432,4639984128
Iran,IRN,2007,35536441344,31489845248,4046596096
Iran,IRN,2008,36204646400,32065773568,4138871040
Iran,IRN,2009,36132634624,31603392512,4529241088
Iran,IRN,2010,37618974720,33340114944,4278861312
Iran,IRN,2011,39296249856,34465112064,4831137792
Iran,IRN,2012,39647084544,34970644480,4676440064
Iran,IRN,2013,39596494848,35279704064,4316789248
Iran,IRN,2014,40095285248,35531591680,4563694592
Iran,IRN,2015,40260575232,35493670912,4766905856
Iran,IRN,2016,39153553408,35449978880,3703574528
Iran,IRN,2017,39585964032,35923083264,3662879232
Iran,IRN,2018,40500518912,36642979840,3857538816
Iran,IRN,2019,40524558336,36699148288,3825410560
Iran,IRN,2020,38017839104,34807844864,3209992960
Iraq,IRQ,1959,15618355200,8856374272,6761980928
Iraq,IRQ,1960,16179810304,9387810816,6791998976
Iraq,IRQ,1961,16241441792,9418633216,6822808576
Iraq,IRQ,1962,16312017920,9751263232,6560754688
Iraq,IRQ,1963,16324313088,10271890432,6052422144
Iraq,IRQ,1964,16560771072,10829867008,5730903552
Iraq,IRQ,1965,16510402560,11317882880,5192520192
Iraq,IRQ,1966,16809500672,11867256832,4942243840
Iraq,IRQ,1967,17272217600,12244393984,5027824640
Iraq,IRQ,1968,17965920256,12911313920,5054606336
Iraq,IRQ,1969,18503319552,13767876608,4735442944
Iraq,IRQ,1970,19612364800,14898575360,4713788416
Iraq,IRQ,1971,20164421632,15499657216,4664764416
Iraq,IRQ,1972,20899108864,16222739456,4676368896
Iraq,IRQ,1973,21618507776,17080141824,4538366464
Iraq,IRQ,1974,21379604480,17011143680,4368461824
Iraq,IRQ,1975,22240493568,17048539136,5191953408
Iraq,IRQ,1976,22755766272,17985501184,4770264576
Iraq,IRQ,1977,23139760128,18496430080,4643330048
Iraq,IRQ,1978,23297722368,19069630464,4228091392
Iraq,IRQ,1979,23864434688,19611475968,4252957696
Iraq,IRQ,1980,23638337536,19494451200,4143886336
Iraq,IRQ,1981,23343929344,19029032960,4314896384
Iraq,IRQ,1982,23111575552,18877890560,4233685504
Iraq,IRQ,1983,23661371392,19000182784,4661189632
Iraq,IRQ,1984,24831905792,19659028480,5172877312
Iraq,IRQ,1985,25221292032,20319909888,4901381120
Iraq,IRQ,1986,25450475520,20622252032,4828223488
Iraq,IRQ,1987,25899237376,21269166080,4630070784
Iraq,IRQ,1988,26608850944,22104852480,4503998464
Iraq,IRQ,1989,26764148736,22410432512,4353715200
Iraq,IRQ,1990,27041505280,22742327296,4299177984
Iraq,IRQ,1991,27442896896,23230810112,4212085760
Iraq,IRQ,1992,26953144320,22561548288,4391596544
Iraq,IRQ,1993,27088326656,22795134976,4293191936
Iraq,IRQ,1994,27771367424,22956447744,4814918656
Iraq,IRQ,1995,28211814400,23445604352,4766209024
Iraq,IRQ,1996,28987062272,24146044928,4841017344
Iraq,IRQ,1997,30965524480,24294881280,6670642688
Iraq,IRQ,1998,29336451072,24202033152,5134417920
Iraq,IRQ,1999,29587886080,24514863104,5073021952
Iraq,IRQ,2000,29767446528,25230159872,4537286656
Iraq,IRQ,2001,29612062720,25447149568,4164913920
Iraq,IRQ,2002,30753978368,26035853312,4718125056
Iraq,IRQ,2003,32456863744,27363506176,5093357056
Iraq,IRQ,2004,33200537600,28624242688,4576294400
Iraq,IRQ,2005,33698942976,29599029248,4099912960
Iraq,IRQ,2006,35219714048,30579730432,4639984128
Iraq,IRQ,2007,35536441344,31489845248,4046596096
Iraq,IRQ,2008,36204646400,32065773568,4138871040
Iraq,IRQ,2009,36132634624,31603392512,4529241088
Iraq,IRQ,2010,37618974720,33340114944,4278861312
Iraq,IRQ,2011,39296249856,34465112064,4831137792
Iraq,IRQ,2012,39647084544,34970644480,4676440064
Iraq,IRQ,2013,39596494848,35279704064,4316789248
Iraq,IRQ,2014,40095285248,35531591680,4563694592
Iraq,IRQ,2015,40260575232,35493670912,4766905856
Iraq,IRQ,2016,39153553408,35449978880,3703574528
Iraq,IRQ,2017,39585964032,35923083264,3662879232
Iraq,IRQ,2018,40500518912,36642979840,3857538816
Iraq,IRQ,2019,40524558336,36699148288,3825410560
Iraq,IRQ,2020,38017839104,34807844864,3209992960
Ireland,IRL,1959,15618355200,8856374272,6761980928
Ireland,IRL,1960,16179810304,9387810816,6791998976
Ireland,IRL,1961,16241441792,9418633216,6822808576
Ireland,IRL,1962,16312017920,9751263232,6560754688
Ireland,IRL,1963,16324313088,10271890432,6052422144
Ireland,IRL,1964,16560771072,10829867008,5730903552
Ireland,IRL,1965,16510402560,11317882880,5192520192
Ireland,IRL,1966,16809500672,11867256832,4942243840
Ireland,IRL,1967,17272217600,12244393984,5027824640
Ireland,IRL,1968,17965920256,12911313920,5054606336
Ireland,IRL,1969,18503319552,13767876608,4735442944
Ireland,IRL,1970,19612364800,14898575360,4713788416
Ireland,IRL,1971,20164421632,15499657216,4664764416
Ireland,IRL,1972,20899108864,16222739456,4676368896
Ireland,IRL,1973,21618507776,17080141824,4538366464
Ireland,IRL,1974,21379604480,17011143680,4368461824
Ireland,IRL,1975,22240493568,17048539136,5191953408
Ireland,IRL,1976,22755766272,17985501184,4770264576
Ireland,IRL,1977,23139760128,18496430080,4643330048
Ireland,IRL,1978,23297722368,19069630464,4228091392
Ireland,IRL,1979,23864434688,19611475968,4252957696
Ireland,IRL,1980,23638337536,19494451200,4143886336
Ireland,IRL,1981,23343929344,19029032960,4314896384
Ireland,IRL,1982,23111575552,18877890560,4233685504
Ireland,IRL,1983,23661371392,19000182784,4661189632
Ireland,IRL,1984,24831905792,19659028480,5172877312
Ireland,IRL,1985,25221292032,20319909888,4901381120
Ireland,IRL,1986,25450475520,20622252032,4828223488
Ireland,IRL,1987,25899237376,21269166080,4630070784
Ireland,IRL,1988,26608850944,22104852480,4503998464
Ireland,IRL,1989,26764148736,22410432512,4353715200
Ireland,IRL,1990,27041505280,22742327296,4299177984
Ireland,IRL,1991,27442896896,23230810112,4212085760
Ireland,IRL,1992,26953144320,22561548288,4391596544
Ireland,IRL,1993,27088326656,22795134976,4293191936
Ireland,IRL,1994,27771367424,22956447744,4814918656
Ireland,IRL,1995,28211814400,23445604352,4766209024
Ireland,IRL,1996,28987062272,24146044928,4841017344
Ireland,IRL,1997,30965524480,24294881280,6670642688
Ireland,IRL,1998,29336451072,24202033152,5134417920
Ireland,IRL,1999,29587886080,24514863104,5073021952
Ireland,IRL,2000,29767446528,25230159872,4537286656
Ireland,IRL,2001,29612062720,25447149568,4164913920
Ireland,IRL,2002,30753978368,26035853312,4718125056
Ireland,IRL,2003,32456863744,27363506176,5093357056
Ireland,IRL,2004,33200537600,28624242688,4576294400
Ireland,IRL,2005,33698942976,29599029248,4099912960
Ireland,IRL,2006,35219714048,30579730432,4639984128
Ireland,IRL,2007,35536441344,31489845248,4046596096
Ireland,IRL,2008,36204646400,32065773568,4138871040
Ireland,IRL,2009,36132634624,31603392512,4529241088
Ireland,IRL,2010,37618974720,33340114944,4278861312
Ireland,IRL,2011,39296249856,34465112064,4831137792
Ireland,IRL,2012,39647084544,34970644480,4676440064
Ireland,IRL,2013,39596494848,35279704064,4316789248
Ireland,IRL,2014,40095285248,35531591680,4563694592
Ireland,IRL,2015,40260575232,35493670912,4766905856
Ireland,IRL,2016,39153553408,35449978880,3703574528
Ireland,IRL,2017,39585964032,35923083264,3662879232
Ireland,IRL,2018,40500518912,36642979840,3857538816
Ireland,IRL,2019,40524558336,36699148288,3825410560
Ireland,IRL,2020,38017839104,34807844864,3209992960
Israel,ISR,1959,15618355200,8856374272,6761980928
Israel,ISR,1960,16179810304,9387810816,6791998976
Israel,ISR,1961,16241441792,9418633216,6822808576
Israel,ISR,1962,16312017920,9751263232,6560754688
Israel,ISR,1963,16324313088,10271890432,6052422144
Israel,ISR,1964,16560771072,10829867008,5730903552
Israel,ISR,1965,16510402560,11317882880,5192520192
Israel,ISR,1966,16809500672,11867256832,4942243840
Israel,ISR,1967,17272217600,12244393984,5027824640
Israel,ISR,1968,17965920256,12911313920,5054606336
Israel,ISR,1969,18503319552,13767876608,4735442944
Israel,ISR,1970,19612364800,14898575360,4713788416
Israel,ISR,1971,20164421632,15499657216,4664764416
Israel,ISR,1972,20899108864,16222739456,4676368896
Israel,ISR,1973,21618507776,17080141824,4538366464
Israel,ISR,1974,21379604480,17011143680,4368461824
Israel,ISR,1975,22240493568,17048539136,5191953408
Israel,ISR,1976,22755766272,17985501184,4770264576
Israel,ISR,1977,23139760128,18496430080,4643330048
Israel,ISR,1978,23297722368,19069630464,4228091392
Israel,ISR,1979,23864434688,19611475968,4252957696
Israel,ISR,1980,23638337536,19494451200,4143886336
Israel,ISR,1981,23343929344,19029032960,4314896384
Israel,ISR,1982,23111575552,18877890560,4233685504
Israel,ISR,1983,23661371392,19000182784,4661189632
Israel,ISR,1984,24831905792,19659028480,5172877312
Israel,ISR,1985,25221292032,20319909888,4901381120
Israel,ISR,1986,25450475520,20622252032,4828223488
Israel,ISR,1987,25899237376,21269166080,4630070784
Israel,ISR,1988,26608850944,22104852480,4503998464
Israel,ISR,1989,26764148736,22410432512,4353715200
Israel,ISR,1990,27041505280,22742327296,4299177984
Israel,ISR,1991,27442896896,23230810112,4212085760
Israel,ISR,1992,26953144320,22561548288,4391596544
Israel,ISR,1993,27088326656,22795134976,4293191936
Israel,ISR,1994,27771367424,22956447744,4814918656
Israel,ISR,1995,28211814400,23445604352,4766209024
Israel,ISR,1996,28987062272,24146044928,4841017344
Israel,ISR,1997,30965524480,24294881280,6670642688
Israel,ISR,1998,29336451072,24202033152,5134417920
Israel,ISR,1999,29587886080,24514863104,5073021952
Israel,ISR,2000,29767446528,25230159872,4537286656
Israel,ISR,2001,29612062720,25447149568,4164913920
Israel,ISR,2002,30753978368,26035853312,4718125056
Israel,ISR,2003,32456863744,27363506176,5093357056
Israel,ISR,2004,33200537600,28624242688,4576294400
Israel,ISR,2005,33698942976,29599029248,4099912960
Israel,ISR,2006,35219714048,30579730432,4639984128
Israel,ISR,2007,35536441344,31489845248,4046596096
Israel,ISR,2008,36204646400,32065773568,4138871040
Israel,ISR,2009,36132634624,31603392512,4529241088
Israel,ISR,2010,37618974720,33340114944,4278861312
Israel,ISR,2011,39296249856,34465112064,4831137792
Israel,ISR,2012,39647084544,34970644480,4676440064
Israel,ISR,2013,39596494848,35279704064,4316789248
Israel,ISR,2014,40095285248,35531591680,4563694592
Israel,ISR,2015,40260575232,35493670912,4766905856
Israel,ISR,2016,39153553408,35449978880,3703574528
Israel,ISR,2017,39585964032,35923083264,3662879232
Israel,ISR,2018,40500518912,36642979840,3857538816
Israel,ISR,2019,40524558336,36699148288,3825410560
Israel,ISR,2020,38017839104,34807844864,3209992960
Italy,ITA,1959,15618355200,8856374272,6761980928
Italy,ITA,1960,16179810304,9387810816,6791998976
Italy,ITA,1961,16241441792,9418633216,6822808576
Italy,ITA,1962,16312017920,9751263232,6560754688
Italy,ITA,1963,16324313088,10271890432,6052422144
Italy,ITA,1964,16560771072,10829867008,5730903552
Italy,ITA,1965,16510402560,11317882880,5192520192
Italy,ITA,1966,16809500672,11867256832,4942243840
Italy,ITA,1967,17272217600,12244393984,5027824640
Italy,ITA,1968,17965920256,12911313920,5054606336
Italy,ITA,1969,18503319552,13767876608,4735442944
Italy,ITA,1970,19612364800,14898575360,4713788416
Italy,ITA,1971,20164421632,15499657216,4664764416
Italy,ITA,1972,20899108864,16222739456,4676368896
Italy,ITA,1973,21618507776,17080141824,4538366464
Italy,ITA,1974,21379604480,17011143680,4368461824
Italy,ITA,1975,22240493568,17048539136,5191953408
Italy,ITA,1976,22755766272,17985501184,4770264576
Italy,ITA,1977,23139760128,18496430080,4643330048
Italy,ITA,1978,23297722368,19069630464,4228091392
Italy,ITA,1979,23864434688,19611475968,4252957696
Italy,ITA,1980,23638337536,19494451200,4143886336
Italy,ITA,1981,23343929344,19029032960,4314896384
Italy,ITA,1982,23111575552,18877890560,4233685504
Italy,ITA,1983,23661371392,19000182784,4661189632
Italy,ITA,1984,24831905792,19659028480,5172877312
Italy,ITA,1985,25221292032,20319909888,4901381120
Italy,ITA,1986,25450475520,20622252032,4828223488
Italy,ITA,1987,25899237376,21269166080,4630070784
Italy,ITA,1988,26608850944,22104852480,4503998464
Italy,ITA,1989,26764148736,22410432512,4353715200
Italy,ITA,1990,27041505280,22742327296,4299177984
Italy,ITA,1991,27442896896,23230810112,4212085760
Italy,ITA,1992,26953144320,22561548288,4391596544
Italy,ITA,1993,27088326656,22795134976,4293191936
Italy,ITA,1994,27771367424,22956447744,4814918656
Italy,ITA,1995,28211814400,23445604352,4766209024
Italy,ITA,1996,28987062272,24146044928,4841017344
Italy,ITA,1997,30965524480,24294881280,6670642688
Italy,ITA,1998,29336451072,24202033152,5134417920
Italy,ITA,1999,29587886080,24514863104,5073021952
Italy,ITA,2000,29767446528,25230159872,4537286656
Italy,ITA,2001,29612062720,25447149568,4164913920
Italy,ITA,2002,30753978368,26035853312,4718125056
Italy,ITA,2003,32456863744,27363506176,5093357056
Italy,ITA,2004,33200537600,28624242688,4576294400
Italy,ITA,2005,33698942976,29599029248,4099912960
Italy,ITA,2006,35219714048,30579730432,4639984128
Italy,ITA,2007,35536441344,31489845248,4046596096
Italy,ITA,2008,36204646400,32065773568,4138871040
Italy,ITA,2009,36132634624,31603392512,4529241088
Italy,ITA,2010,37618974720,33340114944,4278861312
Italy,ITA,2011,39296249856,34465112064,4831137792
Italy,ITA,2012,39647084544,34970644480,4676440064
Italy,ITA,2013,39596494848,35279704064,4316789248
Italy,ITA,2014,40095285248,35531591680,4563694592
Italy,ITA,2015,40260575232,35493670912,4766905856
Italy,ITA,2016,39153553408,35449978880,3703574528
Italy,ITA,2017,39585964032,35923083264,3662879232
Italy,ITA,2018,40500518912,36642979840,3857538816
Italy,ITA,2019,40524558336,36699148288,3825410560
Italy,ITA,2020,38017839104,34807844864,3209992960
Jamaica,JAM,1959,15618355200,8856374272,6761980928
Jamaica,JAM,1960,16179810304,9387810816,6791998976
Jamaica,JAM,1961,16241441792,9418633216,6822808576
Jamaica,JAM,1962,16312017920,9751263232,6560754688
Jamaica,JAM,1963,16324313088,10271890432,6052422144
Jamaica,JAM,1964,16560771072,10829867008,5730903552
Jamaica,JAM,1965,16510402560,11317882880,5192520192
Jamaica,JAM,1966,16809500672,11867256832,4942243840
Jamaica,JAM,1967,17272217600,12244393984,5027824640
Jamaica,JAM,1968,17965920256,12911313920,5054606336
Jamaica,JAM,1969,18503319552,13767876608,4735442944
Jamaica,JAM,1970,19612364800,14898575360,4713788416
Jamaica,JAM,1971,20164421632,15499657216,4664764416
Jamaica,JAM,1972,20899108864,16222739456,4676368896
Jamaica,JAM,1973,21618507776,17080141824,4538366464
Jamaica,JAM,1974,21379604480,17011143680,4368461824
Jamaica,JAM,1975,22240493568,17048539136,5191953408
Jamaica,JAM,1976,22755766272,17985501184,4770264576
Jamaica,JAM,1977,23139760128,18496430080,4643330048
Jamaica,JAM,1978,23297722368,19069630464,4228091392
Jamaica,JAM,1979,23864434688,19611475968,4252957696
Jamaica,JAM,1980,23638337536,19494451200,4143886336
Jamaica,JAM,1981,23343929344,19029032960,4314896384
Jamaica,JAM,1982,23111575552,18877890560,4233685504
Jamaica,JAM,1983,23661371392,19000182784,4661189632
Jamaica,JAM,1984,24831905792,19659028480,5172877312
Jamaica,JAM,1985,25221292032,20319909888,4901381120
Jamaica,JAM,1986,25450475520,20622252032,4828223488
Jamaica,JAM,1987,25899237376,21269166080,4630070784
Jamaica,JAM,1988,26608850944,22104852480,4503998464
Jamaica,JAM,1989,26764148736,22410432512,4353715200
Jamaica,JAM,1990,27041505280,22742327296,4299177984
Jamaica,JAM,1991,27442896896,23230810112,4212085760
Jamaica,JAM,1992,26953144320,22561548288,4391596544
Jamaica,JAM,1993,27088326656,22795134976,4293191936
Jamaica,JAM,1994,27771367424,22956447744,4814918656
Jamaica,JAM,1995,28211814400,23445604352,4766209024
Jamaica,JAM,1996,28987062272,24146044928,4841017344
Jamaica,JAM,1997,30965524480,24294881280,6670642688
Jamaica,JAM,1998,29336451072,24202033152,5134417920
Jamaica,JAM,1999,29587886080,24514863104,5073021952
Jamaica,JAM,2000,29767446528,25230159872,4537286656
Jamaica,JAM,2001,29612062720,25447149568,4164913920
Jamaica,JAM,2002,30753978368,26035853312,4718125056
Jamaica,JAM,2003,32456863744,27363506176,5093357056
Jamaica,JAM,2004,33200537600,28624242688,4576294400
Jamaica,JAM,2005,33698942976,29599029248,4099912960
Jamaica,JAM,2006,35219714048,30579730432,4639984128
Jamaica,JAM,2007,35536441344,31489845248,4046596096
Jamaica,JAM,2008,36204646400,32065773568,4138871040
Jamaica,JAM,2009,36132634624,31603392512,4529241088
Jamaica,JAM,2010,37618974720,33340114944,4278861312
Jamaica,JAM,2011,39296249856,34465112064,4831137792
Jamaica,JAM,2012,39647084544,34970644480,4676440064
Jamaica,JAM,2013,39596494848,35279704064,4316789248
Jamaica,JAM,2014,40095285248,35531591680,4563694592
Jamaica,JAM,2015,40260575232,35493670912,4766905856
Jamaica,JAM,2016,39153553408,35449978880,3703574528
Jamaica,JAM,2017,39585964032,35923083264,3662879232
Jamaica,JAM,2018,40500518912,36642979840,3857538816
Jamaica,JAM,2019,40524558336,36699148288,3825410560
Jamaica,JAM,2020,38017839104,34807844864,3209992960
Japan,JPN,1959,15618355200,8856374272,6761980928
Japan,JPN,1960,16179810304,9387810816,6791998976
Japan,JPN,1961,16241441792,9418633216,6822808576
Japan,JPN,1962,16312017920,9751263232,6560754688
Japan,JPN,1963,16324313088,10271890432,6052422144
Japan,JPN,1964,16560771072,10829867008,5730903552
Japan,JPN,1965,16510402560,11317882880,5192520192
Japan,JPN,1966,16809500672,11867256832,4942243840
Japan,JPN,1967,17272217600,12244393984,5027824640
Japan,JPN,1968,17965920256,12911313920,5054606336
Japan,JPN,1969,18503319552,13767876608,4735442944
Japan,JPN,1970,19612364800,14898575360,4713788416
Japan,JPN,1971,20164421632,15499657216,4664764416
Japan,JPN,1972,20899108864,16222739456,4676368896
Japan,JPN,1973,21618507776,17080141824,4538366464
Japan,JPN,1974,21379604480,17011143680,4368461824
Japan,JPN,1975,22240493568,17048539136,5191953408
Japan,JPN,1976,22755766272,17985501184,4770264576
Japan,JPN,1977,23139760128,18496430080,4643330048
Japan,JPN,1978,23297722368,19069630464,4228091392
Japan,JPN,1979,23864434688,19611475968,4252957696
Japan,JPN,1980,23638337536,19494451200,4143886336
Japan,JPN,1981,23343929344,19029032960,4314896384
Japan,JPN,1982,23111575552,18877890560,4233685504
Japan,JPN,1983,23661371392,19000182784,4661189632
Japan,JPN,1984,24831905792,19659028480,5172877312
Japan,JPN,1985,25221292032,20319909888,4901381120
Japan,JPN,1986,25450475520,20622252032,4828223488
Japan,JPN,1987,25899237376,21269166080,4630070784
Japan,JPN,1988,26608850944,22104852480,4503998464
Japan,JPN,1989,26764148736,22410432512,4353715200
Japan,JPN,1990,27041505280,22742327296,4299177984
Japan,JPN,1991,27442896896,23230810112,4212085760
Japan,JPN,1992,26953144320,22561548288,4391596544
Japan,JPN,1993,27088326656,22795134976,4293191936
Japan,JPN,1994,27771367424,22956447744,4814918656
Japan,JPN,1995,28211814400,23445604352,4766209024
Japan,JPN,1996,28987062272,24146044928,4841017344
Japan,JPN,1997,30965524480,24294881280,6670642688
Japan,JPN,1998,29336451072,24202033152,5134417920
Japan,JPN,1999,29587886080,24514863104,5073021952
Japan,JPN,2000,29767446528,25230159872,4537286656
Japan,JPN,2001,29612062720,25447149568,4164913920
Japan,JPN,2002,30753978368,26035853312,4718125056
Japan,JPN,2003,32456863744,27363506176,5093357056
Japan,JPN,2004,33200537600,28624242688,4576294400
Japan,JPN,2005,33698942976,29599029248,4099912960
Japan,JPN,2006,35219714048,30579730432,4639984128
Japan,JPN,2007,35536441344,31489845248,4046596096
Japan,JPN,2008,36204646400,32065773568,4138871040
Japan,JPN,2009,36132634624,31603392512,4529241088
Japan,JPN,2010,37618974720,33340114944,4278861312
Japan,JPN,2011,39296249856,34465112064,4831137792
Japan,JPN,2012,39647084544,34970644480,4676440064
Japan,JPN,2013,39596494848,35279704064,4316789248
